x (m), y (m), th (rad), stamp, 
2.2159643173217773, -3.596348762512207, 1.0093117996667686, 1759502796375748915, 
2.2223057746887207, -3.586169958114624, 1.0101444659749237, 1759502796426906684, 
2.2266697883605957, -3.5792531967163086, 1.011533234150078, 1759502796472612438, 
2.2293503284454346, -3.5748677253723145, 1.0115658386270907, 1759502796515935724, 
2.231909990310669, -3.5706593990325928, 1.0121869849457836, 1759502796585979113, 
2.2322006225585938, -3.5702319145202637, 1.0120353097881625, 1759502796632721191, 
2.232090711593628, -3.57043194770813, 1.013482354682156, 1759502796676839758, 
2.232165813446045, -3.570312261581421, 1.0133059859554499, 1759502796725753870, 
2.2341744899749756, -3.5670766830444336, 1.0144941072378861, 1759502796776770344, 
2.237351894378662, -3.561633825302124, 1.0145801708460824, 1759502796826111119, 
2.2418081760406494, -3.554849147796631, 1.0139684878480737, 1759502796873382821, 
2.246891736984253, -3.5466203689575195, 1.0134731443951224, 1759502796916375296, 
2.2561466693878174, -3.5316178798675537, 1.0124678242214538, 1759502796987530243, 
2.260484218597412, -3.5246846675872803, 1.0114671409523064, 1759502797015655446, 
2.2687740325927734, -3.511744737625122, 1.0096934708140588, 1759502797076738077, 
2.2752954959869385, -3.5015757083892822, 1.009933828958115, 1759502797126773239, 
2.2816314697265625, -3.4913344383239746, 1.0119134394651552, 1759502797175851299, 
2.287989616394043, -3.4811573028564453, 1.0127170522697564, 1759502797227054727, 
2.2959601879119873, -3.46863055229187, 1.012646200882451, 1759502797285971024, 
2.30253005027771, -3.45802640914917, 1.0114499183872552, 1759502797336002502, 
2.3086001873016357, -3.4484829902648926, 1.0106116463522843, 1759502797383861107, 
2.315119981765747, -3.4380087852478027, 1.0110124052555862, 1759502797433797876, 
2.3190324306488037, -3.4316494464874268, 1.0108569999578008, 1759502797463766547, 
2.3274877071380615, -3.4183056354522705, 1.0113450711520993, 1759502797526762130, 
2.33404278755188, -3.4079978466033936, 1.0136056764237351, 1759502797576831553, 
2.3401384353637695, -3.398092031478882, 1.0135443506125146, 1759502797623189525, 
2.3465566635131836, -3.3875656127929688, 1.0146375622812567, 1759502797673759511, 
2.352065086364746, -3.37868595123291, 1.0157626595425953, 1759502797716628764, 
2.358565330505371, -3.368036985397339, 1.0157212649282765, 1759502797766208078, 
